img_path,type,severity,description
pressure_wounds_123.png,Pressure,Severe,"The wound appears to be a ulcer with a large, deep crater showing exposed subcutaneous tissue. The surrounding skin is erythematous and there is evidence of tissue necrosis. There is also a small amount of exudate present."
venous_wounds_249.png,Venous,Severe,"The wound is a deep, irregularly-shaped crater with a large amount of necrotic tissue and exposed bone. The surrounding skin is red and inflamed, and there is a strong odor and pain present. There are no signs of active bleeding or infection, but the risk of infection is high due to the extent of tissue damage."
pressure_wounds_144.png,Pressure,Moderate,"The wound is deep, with a jagged edge. It shows redness and bruising around the area, with visible bleeding. The surrounding skin shows swelling and possible infection risk."
pressure_wounds_537.png,Pressure,Moderate,"The wound has a jagged edge with signs of inflammation and some tissue loss. The surrounding skin is red and swollen, indicating potential infection risk."
venous_wounds_287.png,Venous,Moderate,"The wound is deep and irregularly shaped. There is visible bleeding at the edges, and the surrounding skin is erythematous, indicating inflammation. The wound extends into the subcutaneous tissue, and the surrounding skin is erythematous, indicating inflammation. There is visible bleeding at the edges, and the wound is relatively large."
venous_wounds_420.png,Venous,Severe,"A deep wound with exposed tissue and a visible crater is present. The surrounding skin is discolored, indicating significant tissue damage. No active bleeding is present, but the risk of infection is high due to the compromised tissue."
surgical_wounds_322.png,Surgical,Moderate,"A wound is present on the skin, approximately 1 cm in length, with visible bleeding and surrounding erythema."
pressure_wounds_82.png,Pressure,Severe,"The wound is approximately 4.5 cm long and 3.5 cm wide. The wound base is exposed subcutaneous tissue with active bleeding. The surrounding skin is inflamed, and there is a risk of infection due to the extent of the injury."
pressure_wounds_42.png,Pressure,Moderate,"A wound approximately 1 cm in diameter is present. The wound is circular in shape and has a slightly elevated, reddened border. The wound base is pale and non-toxic in appearance."
bruises_35.png,Bruises,Mild,"A localized area of discoloration with a reddish hue, indicative of bruising. The size appears to be approximately 2 cm in diameter, with no visible signs of bleeding or infection."
pressure_wounds_349.png,Pressure,Severe,The wound is approximately 10 cm in diameter and has a depth of 3 cm. The wound base is composed of charred tissue with exposed dermis. The surrounding skin is inflamed and there is a significant amount of tissue damage. There is a moderate amount of serous exudate and the edges are well-defined. The wound has a foul odor and is painful to touch.
pressure_wounds_44.png,Pressure,Moderate,"The wound is a round, puncture-like lesion on the abdomen. The center is approximately 1 cm in diameter and appears dark. The surrounding skin is red and swollen, indicating possible infection."
normal_72.png,Normal,Mild,"The left arm has a 2 x 2 cm abrasion with no blanching, bruising, or tenderness. No signs of infection are present."
diabetic_wounds_454.png,Diabetic,Severe,"The wound is large, with deep tissue damage and surrounding erythema. There is evidence of necrotic tissue and potential for further complications."
pressure_wounds_230.png,Pressure,Severe,"The wound is a deep ulcer with significant tissue loss and exposed bone. There are signs of infection. The surrounding skin is erythematous and there is a large, irregularly shaped area of necrotic tissue."
surgical_wounds_32.png,Surgical,Severe,The wound appears to be exposed tissue and significant bleeding. The edges are irregular and there is a noticeable amount of blood and debris present. The surrounding skin shows signs of inflammation and possible infection.
pressure_wounds_117.png,Pressure,Severe,The wound is approximately 1 cm in diameter. The center of the wound appears to have necrotic tissue. There is erythema and induration around the wound. There are signs of potential infection. The wound has significant tissue loss.
pressure_wounds_338.png,Pressure,Severe,"The wound appears to be deep, with extensive tissue damage and necrosis. The wound base is exposed and there are signs of potential infection. There is significant redness and swelling."
diabetic_wounds_314.png,Diabetic,Severe,"The wound appears to be a injury with significant surrounding erythema and possible tissue necrosis. There is a visible dark area at the center, indicating potential tissue damage or infection. The wound is large and extends into the subcutaneous tissue."
abrasions_55.png,Abrasion,Moderate,"A linear wound on the skin surface, approximately 2 cm long, with visible bleeding and surrounding erythema. The wound appears to be clean but requires proper cleaning and dressing to prevent infection."
bruises_82.png,Bruises,Mild,A circular area of wound is visible. The area measures 1 cm in diameter. There is no bleeding or infection present.
pressure_wounds_330.png,Pressure,Severe,"The wound appears to be deep, with charred tissue, exposed bone, and significant redness around the edges. There is a noticeable amount of tissue damage and potential for infection."
diabetic_wounds_97.png,Diabetic,Moderate,"A wound with a jagged edge, exhibiting redness and swelling around the area. The wound appears to be deep, with exposed tissue and potential for infection."
burns_87.png,Burn,Severe,"The wound is deep, affecting the foot and ankle. The skin is extensively blistered and necrotic, with exposed underlying tissue. There is significant redness and swelling, indicating potential for infection. The size of the wound is large, covering a significant portion of the foot and extending up the lower leg."
pressure_wounds_515.png,Pressure,Severe,"The wound is irregularly shaped, with a noticeable depth exposing underlying tissue. It appears to be a wound involving the skin and subcutaneous tissue. The surrounding area shows significant redness and swelling, indicating potential infection risk."
